Date;Академгородок;Дрокино;Кировский;КрАЗ;Ленина, 41;Минино;о. Молокова;Николаевка;Овинный-Таймыр;Партизана, 3г;Песчанка;Покровка;Шахтеров, 25;Солонцы;Спутник;Светлый;Свердловский;о. Татышев;Телевизорная, 1/31;Удачный;Ветлужанка;Караульная;Качинская, 56А;Посадный;Руслов;Mean
2020-03-13;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;;;;;
2020-03-14;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;;;;;
2020-03-15;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;;;;;
2020-03-16;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;;;;;
2020-03-17;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;;;;;
2020-03-18;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;;;;;
2020-03-19;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;;;;;
2020-03-20;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;;;;;
2020-03-21;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;;;;;
2020-03-22;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;244.0;;;;;
2020-03-23;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;;;;;
2020-03-24;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;;;;;
2020-03-25;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;;;;;
2020-03-26;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;;;;;
2020-03-27;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;;;;;
2020-03-28;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2020-03-29;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;;;;;
2020-03-30;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;;;;;
2020-03-31;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;;;;;
2020-04-01;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;;;;;
2020-04-02;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;215.0;;;;;
2020-04-03;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;;;;;
2020-04-04;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;326.0;;;;;
2020-04-05;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;;;;;
2020-04-06;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;94.0;;;;;
2020-04-07;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2020-04-08;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;;;;;
2020-04-09;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;;;;;
2020-04-10;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;257.0;;;;;
2020-04-11;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;172.0;;;;;
2020-04-12;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;;;;;
2020-04-13;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;;;
2020-04-14;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;;;;;
2020-04-15;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;221.0;;;;;
2020-04-16;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;;;;;
2020-04-17;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;288.0;;;;;
2020-04-18;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;41.0;;;;;
2020-04-19;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;;;;;
2020-04-20;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;;;;;
2020-04-21;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0;;;;;
2020-04-22;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;225.0;;;;;
2020-04-23;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;;;;;
2020-04-24;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;229.0;;;;;
2020-04-25;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;;;;;
2020-04-26;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;;;;;
2020-04-27;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;191.0;;;;;
2020-04-28;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;233.0;;;;;
2020-04-29;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;;;;;
2020-04-30;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;;;;;
2020-05-01;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;;;;;
2020-05-02;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;;;;;
2020-05-03;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;;;;;
2020-05-04;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;213.0;;;;;
2020-05-05;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;;;;;
2020-05-06;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;;;;;
2020-05-07;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;;;;;
2020-05-08;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;291.0;;;;;
2020-05-09;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;;;;;
2020-05-10;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;258.0;;;;;
2020-05-11;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;202.0;;;;;
2020-05-12;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;;;;;
2020-05-13;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2020-05-14;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;341.0;;;;;
2020-05-15;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;150.0;;;;;
2020-05-16;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;;;;;
2020-05-17;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;;;;;
2020-05-18;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;;;;;
2020-05-19;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;79.0;;;;;
2020-05-20;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;;;;;
2020-05-21;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;98.0;;;;;
2020-05-22;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;;;;;
2020-05-23;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;;;;;
2020-05-24;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;;;;;
2020-05-25;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;;;;;
2020-05-26;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;;;;;
2020-05-27;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;296.0;;;;;
2020-05-28;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;294.0;;;;;
2020-05-29;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;;;;;
2020-05-30;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;230.0;;;;;
2020-05-31;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;;;;;
2020-06-01;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;;;;;
2020-06-02;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;205.0;;;;;
2020-06-03;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;;;;;
2020-06-04;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;;;;;
2020-06-05;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;318.0;;;;;
2020-06-06;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;;;;;
2020-06-07;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;;;;;
2020-06-08;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;;;;;
2020-06-09;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;;;;;
2020-06-10;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;;;;;
2020-06-11;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;;;;;
2020-06-12;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;266.0;;;;;
2020-06-13;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;236.0;;;;;
2020-06-14;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;239.0;;;;;
2020-06-15;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;;;;;
2020-06-16;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;302.0;;;;;
2020-06-17;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;;;;;
2020-06-18;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;;;;;
2020-06-19;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;;;;;
2020-06-20;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;314.0;;;;;
2020-06-21;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;;;;;
2020-06-22;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;;;;;
2020-06-23;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;;;;;
2020-06-24;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;;;;;
2020-06-25;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;;;;;
2020-06-26;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;185.0;;;;;
2020-06-27;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;87.0;;;;;
2020-06-28;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2020-06-29;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;;;;;
2020-06-30;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;211.0;;;;;
2020-07-01;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;;;;;
2020-07-02;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;;;;;
2020-07-03;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;;;;;
2020-07-04;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;;;;;
2020-07-05;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;259.0;;;;;
2020-07-06;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;242.0;;;;;
2020-07-07;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;;;;;
2020-07-08;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;;;;;
2020-07-09;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;;;;;
2020-07-10;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2020-07-11;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;;;;;
2020-07-12;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;165.0;;;;;
2020-07-13;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;;;;;
2020-07-14;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;;;;;
2020-07-15;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;315.0;;;;;
2020-07-16;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;;;;;
2020-07-17;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;;;;;
2020-07-18;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;327.0;;;;;
2020-07-19;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;132.0;;;;;
2020-07-20;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0;;;;;
2020-07-21;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;;;;;
2020-07-22;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;;;;;
2020-07-23;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;;;;;
2020-07-24;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;;;;;
2020-07-25;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;;;;;
2020-07-26;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;;;;;
2020-07-27;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;;;;;
2020-07-28;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;188.0;;;;;
2020-07-29;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;99.0;;;;;
2020-07-30;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;;;;;
2020-07-31;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;;;;;
2020-08-01;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;;;;;
2020-08-02;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;;;;;
2020-08-03;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;337.0;;;;;
